Cluster ID,,title,org,id
36,366,"Open Graph Space – Einsatz und Potenzial von Graphentechnologien in den digitalen Geisteswissenschaften 
                     Call for Participation 2019","Akademie der Wissenschaften und der Literatur Mainz, Deutschland",../dhd_2019/TEI/DIEHR_Franziska_Open_Graph_Space___Einsatz_und_Potenzial_von.xml__3
45,367,"Open Graph Space – Einsatz und Potenzial von Graphentechnologien in den digitalen Geisteswissenschaften 
                     Call for Participation 2019","Goethe Universität Frankfurt am Main, Kunstgeschichtliches Institut, Deutschland",../dhd_2019/TEI/DIEHR_Franziska_Open_Graph_Space___Einsatz_und_Potenzial_von.xml__4
188,368,"Open Graph Space – Einsatz und Potenzial von Graphentechnologien in den digitalen Geisteswissenschaften 
                     Call for Participation 2019","Deutsches Forum für Kunstgeschichte Paris, Frankreich",../dhd_2019/TEI/DIEHR_Franziska_Open_Graph_Space___Einsatz_und_Potenzial_von.xml__5
42,369,"Open Graph Space – Einsatz und Potenzial von Graphentechnologien in den digitalen Geisteswissenschaften 
                     Call for Participation 2019","Sächsische Akademie der Wissenschaften zu Leipzig, Deutschland",../dhd_2019/TEI/DIEHR_Franziska_Open_Graph_Space___Einsatz_und_Potenzial_von.xml__6
9,370,"Open Graph Space – Einsatz und Potenzial von Graphentechnologien in den digitalen Geisteswissenschaften 
                     Call for Participation 2019","Universität Leipzig, Deutschland",../dhd_2019/TEI/DIEHR_Franziska_Open_Graph_Space___Einsatz_und_Potenzial_von.xml__7
189,371,Skalierbare Exploration. Prototypenstudie zur Visualisierung einer Autorenbibliothek am Beispiel der ›Handbibliothek Theodor Fontanes‹ 2019,"Theodor-Fontane-Archiv, Universität Potsdam, Deutschland",../dhd_2019/TEI/BUSCH_Anna_Skalierbare_Exploration__Prototypenstudie_zur_Vis.xml__0
190,372,Skalierbare Exploration. Prototypenstudie zur Visualisierung einer Autorenbibliothek am Beispiel der ›Handbibliothek Theodor Fontanes‹ 2019,"Urban Complexity Lab, Fachhochschule Potsdam, Deutschland",../dhd_2019/TEI/BUSCH_Anna_Skalierbare_Exploration__Prototypenstudie_zur_Vis.xml__1
191,373,Skalierbare Exploration. Prototypenstudie zur Visualisierung einer Autorenbibliothek am Beispiel der ›Handbibliothek Theodor Fontanes‹ 2019,"Urban Complexity Lab, Fachhochschule Potsdam, Deutschland",../dhd_2019/TEI/BUSCH_Anna_Skalierbare_Exploration__Prototypenstudie_zur_Vis.xml__2
192,374,Skalierbare Exploration. Prototypenstudie zur Visualisierung einer Autorenbibliothek am Beispiel der ›Handbibliothek Theodor Fontanes‹ 2019,"Urban Complexity Lab, Fachhochschule Potsdam, Deutschland",../dhd_2019/TEI/BUSCH_Anna_Skalierbare_Exploration__Prototypenstudie_zur_Vis.xml__3
193,375,Skalierbare Exploration. Prototypenstudie zur Visualisierung einer Autorenbibliothek am Beispiel der ›Handbibliothek Theodor Fontanes‹ 2019,"Theodor-Fontane-Archiv, Universität Potsdam, Deutschland",../dhd_2019/TEI/BUSCH_Anna_Skalierbare_Exploration__Prototypenstudie_zur_Vis.xml__4
194,376,Skalierbare Exploration. Prototypenstudie zur Visualisierung einer Autorenbibliothek am Beispiel der ›Handbibliothek Theodor Fontanes‹ 2019,"Theodor-Fontane-Archiv, Universität Potsdam, Deutschland",../dhd_2019/TEI/BUSCH_Anna_Skalierbare_Exploration__Prototypenstudie_zur_Vis.xml__5
195,377,Skalierbare Exploration. Prototypenstudie zur Visualisierung einer Autorenbibliothek am Beispiel der ›Handbibliothek Theodor Fontanes‹ 2019,"Theodor-Fontane-Archiv, Universität Potsdam, Deutschland",../dhd_2019/TEI/BUSCH_Anna_Skalierbare_Exploration__Prototypenstudie_zur_Vis.xml__6
196,378,Skalierbare Exploration. Prototypenstudie zur Visualisierung einer Autorenbibliothek am Beispiel der ›Handbibliothek Theodor Fontanes‹ 2019,"Theodor-Fontane-Archiv, Universität Potsdam, Deutschland",../dhd_2019/TEI/BUSCH_Anna_Skalierbare_Exploration__Prototypenstudie_zur_Vis.xml__7
3,379,Von IIIF zu IPIF? Ein Vorschlag für den Datenaustausch über Personen 2019,"Universität Graz, Österreich",../dhd_2019/TEI/VOGELER_Georg_Von_IIIF_zu_IPIF__Ein_Vorschlag_f_r_den_Datena.xml__0
3,380,Von IIIF zu IPIF? Ein Vorschlag für den Datenaustausch über Personen 2019,"Universität Graz, Österreich",../dhd_2019/TEI/VOGELER_Georg_Von_IIIF_zu_IPIF__Ein_Vorschlag_f_r_den_Datena.xml__1
72,381,Von IIIF zu IPIF? Ein Vorschlag für den Datenaustausch über Personen 2019,"Österreichische Akademie der Wissenschaften, Wien, Österreich",../dhd_2019/TEI/VOGELER_Georg_Von_IIIF_zu_IPIF__Ein_Vorschlag_f_r_den_Datena.xml__2
15,382,"Qualitätsstandards und Interdisziplinarität in der Kuration audiovisueller (Sprach-)Daten 
                     Dieser Beitrag ist leer 2019","Institut für Deutsche Sprache, Mannheim, Deutschland",../dhd_2019/TEI/SCHMIDT_Thomas_Qualit_tsstandards_und_Interdisziplinarit_t_i.xml__0
10,383,"Qualitätsstandards und Interdisziplinarität in der Kuration audiovisueller (Sprach-)Daten 
                     Dieser Beitrag ist leer 2019","Data Center for the Humanities, Universität zu Köln, Deutschland",../dhd_2019/TEI/SCHMIDT_Thomas_Qualit_tsstandards_und_Interdisziplinarit_t_i.xml__1
197,384,"Qualitätsstandards und Interdisziplinarität in der Kuration audiovisueller (Sprach-)Daten 
                     Dieser Beitrag ist leer 2019","Hamburger Zentrum für Sprachkorpora, Universität Hamburg, Deutschland",../dhd_2019/TEI/SCHMIDT_Thomas_Qualit_tsstandards_und_Interdisziplinarit_t_i.xml__2
15,385,"Qualitätsstandards und Interdisziplinarität in der Kuration audiovisueller (Sprach-)Daten 
                     Dieser Beitrag ist leer 2019","Institut für Deutsche Sprache, Mannheim, Deutschland",../dhd_2019/TEI/SCHMIDT_Thomas_Qualit_tsstandards_und_Interdisziplinarit_t_i.xml__3
10,386,"Qualitätsstandards und Interdisziplinarität in der Kuration audiovisueller (Sprach-)Daten 
                     Dieser Beitrag ist leer 2019","Data Center for the Humanities, Universität zu Köln, Deutschland",../dhd_2019/TEI/SCHMIDT_Thomas_Qualit_tsstandards_und_Interdisziplinarit_t_i.xml__4
198,387,"Qualitätsstandards und Interdisziplinarität in der Kuration audiovisueller (Sprach-)Daten 
                     Dieser Beitrag ist leer 2019","Hamburger Zentrum für Sprachkorpora, Universität Hamburg, Deutschland",../dhd_2019/TEI/SCHMIDT_Thomas_Qualit_tsstandards_und_Interdisziplinarit_t_i.xml__5
199,388,Vom Digitalisat zum Kontextualisat – einige Gedanken zu digitalen Objekten 2019,"Cologne Center for eHumanities, Theaterwissenschaftliche Sammlung der Universität zu Köln",../dhd_2019/TEI/T_RKOGLU_Enes_Vom_Digitalisat_zum_Kontextualisat___einige_Ge.xml__0
72,389,"Herausforderungen für Thementhesauri und Sachregister-Vokabularien zur Erschließung im Kontext des digitalen Editionsprojekts Cisleithanische Ministerratsprotokolle 
                     2019","Österreichische Akademie der Wissenschaften, Österreich",../dhd_2019/TEI/KURZ_Stephan_Herausforderungen_f_r_Thementhesauri_und_Sachre.xml__0
72,390,"Herausforderungen für Thementhesauri und Sachregister-Vokabularien zur Erschließung im Kontext des digitalen Editionsprojekts Cisleithanische Ministerratsprotokolle 
                     2019","Österreichische Akademie der Wissenschaften, Österreich",../dhd_2019/TEI/KURZ_Stephan_Herausforderungen_f_r_Thementhesauri_und_Sachre.xml__1
65,391,"Methoden auf der Testbank: Ein interdisziplinäres, multimodales Lehrkonzept zur Beantwortung einer fachhistorischen Fragestellung 2019","Martin-Luther-Universität Halle-Wittenberg, Deutschland",../dhd_2019/TEI/MOELLER_Katrin_Methoden_auf_der_Testbank__Ein_interdisziplin.xml__0
65,392,"Methoden auf der Testbank: Ein interdisziplinäres, multimodales Lehrkonzept zur Beantwortung einer fachhistorischen Fragestellung 2019","Martin-Luther-Universität Halle-Wittenberg, Deutschland",../dhd_2019/TEI/MOELLER_Katrin_Methoden_auf_der_Testbank__Ein_interdisziplin.xml__1
65,393,"Methoden auf der Testbank: Ein interdisziplinäres, multimodales Lehrkonzept zur Beantwortung einer fachhistorischen Fragestellung 2019","Martin-Luther-Universität Halle-Wittenberg, Deutschland",../dhd_2019/TEI/MOELLER_Katrin_Methoden_auf_der_Testbank__Ein_interdisziplin.xml__2
61,394,„Medialization follows function!“ Multimodaler Hypertext als Publikationsmedium (nicht nur) für die Geschichtswissenschaft 2019,"Georg-August-Universität Göttingen, Deutschland",../dhd_2019/TEI/WACHTER_Christian__Medialization_follows_function___Multimod.xml__0
200,395,Datenressourcen der Arbeitsstelle des Deutschen Wörterbuchs (Neubearbeitung) 2016,"Akademie der Wissenschaften zu Göttingen, Deutschland",../dhd_2016/TEI/posters-030.xml__0
201,396,Datenressourcen der Arbeitsstelle des Deutschen Wörterbuchs (Neubearbeitung) 2016,"Akademie der Wissenschaften zu Göttingen, Deutschland",../dhd_2016/TEI/posters-030.xml__1
202,397,Entwicklung einer digitalen Brief-Edition und eines Forschungsportals zu Theodor Fontane 2016,"Theodor-Fontane-Archiv, Universität Potsdam, Deutschland",../dhd_2016/TEI/posters-040.xml__0
203,398,Digitale Editionen als Web-Services  2016,"pagina GmbH, Deutschland",../dhd_2016/TEI/vortraege-021.xml__0
72,399,Menschen und Monumente im Fokus. Semantische Modellierung im Baedeker Corpus 2016,"Österreichische Akademie der Wissenschaften, ACDH",../dhd_2016/TEI/posters-053.xml__0
9,400,"Wer bist Du, Nutzer? 2016","Universität Leipzig, Deutschland",../dhd_2016/TEI/vortraege-053.xml__0
80,401,"Wer bist Du, Nutzer? 2016","IDS Mannheim, Deutschland",../dhd_2016/TEI/vortraege-053.xml__1
6,402,"Wer bist Du, Nutzer? 2016","Universität Hamburg, Deutschland",../dhd_2016/TEI/vortraege-053.xml__2
9,403,"Wer bist Du, Nutzer? 2016","Universität Leipzig, Deutschland",../dhd_2016/TEI/vortraege-053.xml__3
6,404,"Wer bist Du, Nutzer? 2016","Universität Hamburg, Deutschland",../dhd_2016/TEI/vortraege-053.xml__4
9,405,"Wer bist Du, Nutzer? 2016","Universität Leipzig, Deutschland",../dhd_2016/TEI/vortraege-053.xml__5
80,406,"Wer bist Du, Nutzer? 2016","IDS Mannheim, Deutschland",../dhd_2016/TEI/vortraege-053.xml__6
9,407,"Wer bist Du, Nutzer? 2016","Universität Leipzig, Deutschland",../dhd_2016/TEI/vortraege-053.xml__7
9,408,"Wer bist Du, Nutzer? 2016","Universität Leipzig, Deutschland",../dhd_2016/TEI/vortraege-053.xml__8
0,409,Kafkas Stil. Zur Psychostilistik der Tagebücher Kafkas 2016,"Universität Göttingen, Deutschland",../dhd_2016/TEI/vortraege-043.xml__0
0,410,Kafkas Stil. Zur Psychostilistik der Tagebücher Kafkas 2016,"Universität Göttingen, Deutschland",../dhd_2016/TEI/vortraege-043.xml__1
0,411,Kafkas Stil. Zur Psychostilistik der Tagebücher Kafkas 2016,"Universität Göttingen, Deutschland",../dhd_2016/TEI/vortraege-043.xml__2
204,412,HistStadt4D - Multimodale Zugänge zu historischen Bildrepositorien zur Unterstützung stadt- und baugeschichtlicher Forschung und Vermittlung  2016,"Medienzentrum/TU Dresden, Deutschland",../dhd_2016/TEI/vortraege-016.xml__0
205,413,HistStadt4D - Multimodale Zugänge zu historischen Bildrepositorien zur Unterstützung stadt- und baugeschichtlicher Forschung und Vermittlung  2016,"Lehrstuhl HCI/Universität Würzburg, Deutschland",../dhd_2016/TEI/vortraege-016.xml__1
206,414,Technical and social Infrastructures for the Humanities: The Example of the Dagaare-English-Cantonese Dictionary 2016,"Universität Wien, Institut für Afrikawissenschaften",../dhd_2016/TEI/vortraege-056.xml__0
72,415,Technical and social Infrastructures for the Humanities: The Example of the Dagaare-English-Cantonese Dictionary 2016,"Österreichische Akademie der Wissenschaften, Austrian Centre for Digital Humanities",../dhd_2016/TEI/vortraege-056.xml__1
72,416,Technical and social Infrastructures for the Humanities: The Example of the Dagaare-English-Cantonese Dictionary 2016,"Österreichische Akademie der Wissenschaften, Austrian Centre for Digital Humanities",../dhd_2016/TEI/vortraege-056.xml__2
2,417,Die Corpusanalyse multimodaler Erzählungen am Beispiel graphischer Romane 2016,"Universität Paderborn, Deutschland",../dhd_2016/TEI/vortraege-005.xml__0
2,418,Die Corpusanalyse multimodaler Erzählungen am Beispiel graphischer Romane 2016,"Universität Paderborn, Deutschland",../dhd_2016/TEI/vortraege-005.xml__1
6,419,Die computergestützte Erschließung und Visualisierung historischer Itinerare 2016,"Universität Bamberg, Deutschland",../dhd_2016/TEI/posters-051.xml__0
6,420,Die computergestützte Erschließung und Visualisierung historischer Itinerare 2016,"Universität Bamberg, Deutschland",../dhd_2016/TEI/posters-051.xml__1
9,421,"Vernetzung ist wichtig, Vernetzung ist gut - Aber wie vernetzt man richtig? 2016","Universität Leipzig, Deutschland",../dhd_2016/TEI/panels-003.xml__0
66,422,"Vernetzung ist wichtig, Vernetzung ist gut - Aber wie vernetzt man richtig? 2016",Friedrich--Schiller-Universität Jena,../dhd_2016/TEI/panels-003.xml__1
207,423,"Komponisten-Datenbanken / -Portale: Entwicklungsmöglich-keiten, Austauschformate und Vernetzungspotential 2016","Bach-Archiv Leipzig, Deutschland",../dhd_2016/TEI/workshops-001.xml__0
208,424,"Komponisten-Datenbanken / -Portale: Entwicklungsmöglich-keiten, Austauschformate und Vernetzungspotential 2016","Bach-Archiv Leipzig, Deutschland",../dhd_2016/TEI/workshops-001.xml__1
209,425,"Komponisten-Datenbanken / -Portale: Entwicklungsmöglich-keiten, Austauschformate und Vernetzungspotential 2016","Beethoven-Haus Bonn, Deutschland",../dhd_2016/TEI/workshops-001.xml__2
210,426,"Komponisten-Datenbanken / -Portale: Entwicklungsmöglich-keiten, Austauschformate und Vernetzungspotential 2016","Mozarteum, Mozart-Institut, Digitale Mozart-Edition, Salzburg, Oesterreich",../dhd_2016/TEI/workshops-001.xml__3
211,427,"Komponisten-Datenbanken / -Portale: Entwicklungsmöglich-keiten, Austauschformate und Vernetzungspotential 2016","Staatsbibliothek zu Berlin, KoFIM-Projekt, Berlin, Deutschland",../dhd_2016/TEI/workshops-001.xml__4
212,428,"Komponisten-Datenbanken / -Portale: Entwicklungsmöglich-keiten, Austauschformate und Vernetzungspotential 2016","Universitaet Innsbruck, Institut fuer Germanistik, Innsbruck, Oesterreich",../dhd_2016/TEI/workshops-001.xml__5
213,429,"Komponisten-Datenbanken / -Portale: Entwicklungsmöglich-keiten, Austauschformate und Vernetzungspotential 2016","Universitaet Erlangen-Nuernberg, Institut fuer Informatik, Erlangen, Deutschland",../dhd_2016/TEI/workshops-001.xml__6
214,430,"Komponisten-Datenbanken / -Portale: Entwicklungsmöglich-keiten, Austauschformate und Vernetzungspotential 2016","Carl-Maria-von-Weber-Gesamtausgabe, Detmold, Deutschland",../dhd_2016/TEI/workshops-001.xml__7
215,431,"Komponisten-Datenbanken / -Portale: Entwicklungsmöglich-keiten, Austauschformate und Vernetzungspotential 2016","Uppsala Universitet, Department of Musicology, Dueben Collection Database Uppsala, Schweden",../dhd_2016/TEI/workshops-001.xml__8
43,432,"Komponisten-Datenbanken / -Portale: Entwicklungsmöglich-keiten, Austauschformate und Vernetzungspotential 2016","Saechsische Landesbibliothek - Staats- und Universitaetsbibliothek Dresden, Musiksammlung, Dresden, Deutschland",../dhd_2016/TEI/workshops-001.xml__9
64,433,"Komponisten-Datenbanken / -Portale: Entwicklungsmöglich-keiten, Austauschformate und Vernetzungspotential 2016","Deutsche Nationalbibliothek, Papierhistorische Sammlungen, Leipzig, Deutschland",../dhd_2016/TEI/workshops-001.xml__10
216,434,"Komponisten-Datenbanken / -Portale: Entwicklungsmöglich-keiten, Austauschformate und Vernetzungspotential 2016","Privatier, Nuernberg (common science)",../dhd_2016/TEI/workshops-001.xml__11
217,435,"Komponisten-Datenbanken / -Portale: Entwicklungsmöglich-keiten, Austauschformate und Vernetzungspotential 2016","Bach-Archiv Leipzig, Deutschland",../dhd_2016/TEI/workshops-001.xml__12
218,436,"Komponisten-Datenbanken / -Portale: Entwicklungsmöglich-keiten, Austauschformate und Vernetzungspotential 2016","Mozarteum, Mozart-Institut, Digitale Mozart-Edition, Salzburg, Oesterreich",../dhd_2016/TEI/workshops-001.xml__13
219,437,"Komponisten-Datenbanken / -Portale: Entwicklungsmöglich-keiten, Austauschformate und Vernetzungspotential 2016","Bach-Archiv Leipzig, Deutschland",../dhd_2016/TEI/workshops-001.xml__14
220,438,"Komponisten-Datenbanken / -Portale: Entwicklungsmöglich-keiten, Austauschformate und Vernetzungspotential 2016","Universitaet Leipzig, Rechenzentrum, Leipzig, Deutschland",../dhd_2016/TEI/workshops-001.xml__15
221,439,"Komponisten-Datenbanken / -Portale: Entwicklungsmöglich-keiten, Austauschformate und Vernetzungspotential 2016","Bach-Archiv Leipzig, Deutschland",../dhd_2016/TEI/workshops-001.xml__16
222,440,Nachhaltigkeit technischer Lösungen für digitale Editionen. Eine kritische Evaluation bestehender Frameworks und Workflows von und für Praktiker_innen 2016,"ACDH, Österreich",../dhd_2016/TEI/panels-006.xml__0
223,441,Nachhaltigkeit technischer Lösungen für digitale Editionen. Eine kritische Evaluation bestehender Frameworks und Workflows von und für Praktiker_innen 2016,"ACDH, Österreich",../dhd_2016/TEI/panels-006.xml__1
224,442,Nachhaltigkeit technischer Lösungen für digitale Editionen. Eine kritische Evaluation bestehender Frameworks und Workflows von und für Praktiker_innen 2016,"HAB, Deutschland",../dhd_2016/TEI/panels-006.xml__2
225,443,Nachhaltigkeit technischer Lösungen für digitale Editionen. Eine kritische Evaluation bestehender Frameworks und Workflows von und für Praktiker_innen 2016,"BBAW, Deutschland",../dhd_2016/TEI/panels-006.xml__3
226,444,Nachhaltigkeit technischer Lösungen für digitale Editionen. Eine kritische Evaluation bestehender Frameworks und Workflows von und für Praktiker_innen 2016,"TCDH, Deutschland",../dhd_2016/TEI/panels-006.xml__4
227,445,Nachhaltigkeit technischer Lösungen für digitale Editionen. Eine kritische Evaluation bestehender Frameworks und Workflows von und für Praktiker_innen 2016,"ZIM Uni Graz, Österreich",../dhd_2016/TEI/panels-006.xml__5
228,446,Nachhaltigkeit technischer Lösungen für digitale Editionen. Eine kritische Evaluation bestehender Frameworks und Workflows von und für Praktiker_innen 2016,"SUB Göttingen, Deutschland",../dhd_2016/TEI/panels-006.xml__6
229,447,Nachhaltigkeit technischer Lösungen für digitale Editionen. Eine kritische Evaluation bestehender Frameworks und Workflows von und für Praktiker_innen 2016,"DH Lab, Schweiz",../dhd_2016/TEI/panels-006.xml__7
230,448,Dissertation: Der Berner Chorherr Heinrich Wölfli (1470-1532) und die Beschreibung seiner Heiligland-Wallfahrt von 1520/21 - Erschliessung und Darstellung durch klassisch-literaturwissenschaft-liche und digital-moderne Methoden 2016,"Universität Zürich, Schweiz",../dhd_2016/TEI/posters-019.xml__0
8,449,Ziele und Aktivitäten der Arbeitsgruppe Digitale Romanistik 2016,"Universität Würzburg, Deutschland",../dhd_2016/TEI/posters-038.xml__0
231,450,Ziele und Aktivitäten der Arbeitsgruppe Digitale Romanistik 2016,"LMU München, Deutschland",../dhd_2016/TEI/posters-038.xml__1
8,451,Ziele und Aktivitäten der Arbeitsgruppe Digitale Romanistik 2016,"Universität Augsburg, Deutschland",../dhd_2016/TEI/posters-038.xml__2
232,452,Ziele und Aktivitäten der Arbeitsgruppe Digitale Romanistik 2016,"FU Berlin, Deutschland",../dhd_2016/TEI/posters-038.xml__3
233,453,Ziele und Aktivitäten der Arbeitsgruppe Digitale Romanistik 2016,"BBAW Berlin, Deutschland",../dhd_2016/TEI/posters-038.xml__4
1,454,Ziele und Aktivitäten der Arbeitsgruppe Digitale Romanistik 2016,"Universität Siegen, Deutschland",../dhd_2016/TEI/posters-038.xml__5
24,455,Ziele und Aktivitäten der Arbeitsgruppe Digitale Romanistik 2016,"Universität Würzburg, Schweiz",../dhd_2016/TEI/posters-038.xml__6
234,456,Ziele und Aktivitäten der Arbeitsgruppe Digitale Romanistik 2016,"Ibero-Amerikanisches Institut, Deutschland",../dhd_2016/TEI/posters-038.xml__7
7,457,Small Data: Wissensproduktion und -vermittlung bei digitalen Visualisierungen in der Kunstgeschichte  2016,"Freie Universität Berlin, Deutschland",../dhd_2016/TEI/vortraege-020.xml__0
8,458,Classification of Literary Subgenres 2016,"Universität Würzburg, Deutschland",../dhd_2016/TEI/vortraege-049.xml__0
8,459,Classification of Literary Subgenres 2016,"Universität Würzburg, Deutschland",../dhd_2016/TEI/vortraege-049.xml__1
8,460,Classification of Literary Subgenres 2016,"Universität Würzburg, Deutschland",../dhd_2016/TEI/vortraege-049.xml__2
8,461,Classification of Literary Subgenres 2016,"Universität Würzburg, Deutschland",../dhd_2016/TEI/vortraege-049.xml__3
77,462,Digitales Publizieren in den Geisteswissenschaften – Abschlussbericht und Handlungsempfehlun-gen des DFG-Projektes Fu-PusH  2016,"Humboldt-Universität zu Berlin, Deutschland",../dhd_2016/TEI/posters-025.xml__0
77,463,Digitales Publizieren in den Geisteswissenschaften – Abschlussbericht und Handlungsempfehlun-gen des DFG-Projektes Fu-PusH  2016,"Humboldt-Universität zu Berlin, Deutschland",../dhd_2016/TEI/posters-025.xml__1
235,464,Wissenschaftliches Bloggen bei de.hypotheses.org 2016,"Deutsches Historisches Institut Paris, Frankreich",../dhd_2016/TEI/workshops-002.xml__0
78,465,Wissenschaftliches Bloggen bei de.hypotheses.org 2016,Humboldt Universität Berlin,../dhd_2016/TEI/workshops-002.xml__1
25,466,Es geht auch ohne Formeln – der Einsatz von TeX in den Digital Humanities am Beispiel kritischer Editionen 2016,"Universität Trier, Deutschland",../dhd_2016/TEI/workshops-008.xml__0
9,467,Fachwissenschaftliche Nutzungsszenarien der CLARIN-D Infrastruktur 2016,Universität Leipzig,../dhd_2016/TEI/panels-005.xml__0
1,468,Fachwissenschaftliche Nutzungsszenarien der CLARIN-D Infrastruktur 2016,Universität Gießen,../dhd_2016/TEI/panels-005.xml__1
26,469,Fachwissenschaftliche Nutzungsszenarien der CLARIN-D Infrastruktur 2016,Universität Duisburg/Essen,../dhd_2016/TEI/panels-005.xml__2
236,470,Fachwissenschaftliche Nutzungsszenarien der CLARIN-D Infrastruktur 2016,Georg-Eckert-Institut Braunschweig,../dhd_2016/TEI/panels-005.xml__3
47,471,Fachwissenschaftliche Nutzungsszenarien der CLARIN-D Infrastruktur 2016,Berlin-Brandenburgische Akademie der Wissenschaften,../dhd_2016/TEI/panels-005.xml__4
47,472,Fachwissenschaftliche Nutzungsszenarien der CLARIN-D Infrastruktur 2016,Berlin-Brandenburgische Akademie der Wissenschaften,../dhd_2016/TEI/panels-005.xml__5
0,473,Aufbau und Annotation des Kafka/Referenzkorpus  2016,"Universität Göttingen, Deutschland",../dhd_2016/TEI/vortraege-011.xml__0
0,474,Aufbau und Annotation des Kafka/Referenzkorpus  2016,"Universität Göttingen, Deutschland",../dhd_2016/TEI/vortraege-011.xml__1
237,475,Algorithmische Visualisierungen: Ausdruck von Routinen und Denkstilen in den Digital Humanities 2016,"Universität Zürich, Schweiz",../dhd_2016/TEI/vortraege-003.xml__0
238,476,Graphdatenbanken für Historiker mit Perspektiven für die Historische Semantik 2016,"Regesta Imperii Gießen/Mainz, Deutschland",../dhd_2016/TEI/posters-062.xml__0
76,477,Modellierung: eine Begriffsbestimmung 2016,"National Research University - Higher School of Economics, Russland",../dhd_2016/TEI/vortraege-012.xml__0
69,478,WissKI – Wissenschaftliche Kommunikations-Infrastruktur 2016,"Friedrich-Alexander Universität Erlangen-Nürnberg, Deutschland",../dhd_2016/TEI/posters-039.xml__0
39,479,WissKI – Wissenschaftliche Kommunikations-Infrastruktur 2016,"Germanisches Nationalmuseum Nürnberg, Deutschland",../dhd_2016/TEI/posters-039.xml__1
239,480,Die Rolle des Zeigens 2016,"Musikwissenschaftliches Seminar Detmold / Paderborn, Deutschland",../dhd_2016/TEI/panels-001.xml__0
84,481,Über die Nutzung von TagPies zur vergleichenden Analyse von Textdaten 2016,"Leipzig University, Deutschland",../dhd_2016/TEI/posters-061.xml__0
84,482,Über die Nutzung von TagPies zur vergleichenden Analyse von Textdaten 2016,"Leipzig University, Deutschland",../dhd_2016/TEI/posters-061.xml__1
84,483,Über die Nutzung von TagPies zur vergleichenden Analyse von Textdaten 2016,"Leipzig University, Deutschland",../dhd_2016/TEI/posters-061.xml__2
84,484,Über die Nutzung von TagPies zur vergleichenden Analyse von Textdaten 2016,"Leipzig University, Deutschland",../dhd_2016/TEI/posters-061.xml__3
84,485,Über die Nutzung von TagPies zur vergleichenden Analyse von Textdaten 2016,"Leipzig University, Deutschland",../dhd_2016/TEI/posters-061.xml__4
84,486,Über die Nutzung von TagPies zur vergleichenden Analyse von Textdaten 2016,"Leipzig University, Deutschland",../dhd_2016/TEI/posters-061.xml__5
61,487,Dramen als small worlds? Netzwerkdaten zur Geschichte und Typologie deutschsprachiger Dramen 1730-1930  2016,"Georg-August-Universität Göttingen, Deutschland",../dhd_2016/TEI/vortraege-060.xml__0
67,488,Dramen als small worlds? Netzwerkdaten zur Geschichte und Typologie deutschsprachiger Dramen 1730-1930  2016,Niedersächsische Staats- und Universitätsbibliothek Göttingen,../dhd_2016/TEI/vortraege-060.xml__1
67,489,Dramen als small worlds? Netzwerkdaten zur Geschichte und Typologie deutschsprachiger Dramen 1730-1930  2016,Niedersächsische Staats- und Universitätsbibliothek Göttingen,../dhd_2016/TEI/vortraege-060.xml__2
48,490,Dramen als small worlds? Netzwerkdaten zur Geschichte und Typologie deutschsprachiger Dramen 1730-1930  2016,Herzog August Bibliothek Wolfenbüttel,../dhd_2016/TEI/vortraege-060.xml__3
240,491,Play(s): Crowdbasierte Anreicherung eines literarischen Volltext-Korpus 2016,"Universität Göttingen, Seminar für Deutsche Philologie",../dhd_2016/TEI/vortraege-007.xml__0
241,492,Play(s): Crowdbasierte Anreicherung eines literarischen Volltext-Korpus 2016,"Universität Göttingen, Seminar für Deutsche Philologie",../dhd_2016/TEI/vortraege-007.xml__1
67,493,With a little help from my (HDC-)friends 2016,"Niedersächsische Staats- und Universitätsbibliothek Göttingen, Deutschland",../dhd_2016/TEI/posters-012.xml__0
67,494,With a little help from my (HDC-)friends 2016,"Niedersächsische Staats- und Universitätsbibliothek Göttingen, Deutschland",../dhd_2016/TEI/posters-012.xml__1
242,495,With a little help from my (HDC-)friends 2016,"Akademie der Wissenschaften zu Göttingen, Deutschland",../dhd_2016/TEI/posters-012.xml__2
243,496,With a little help from my (HDC-)friends 2016,Max-Planck-Institut zur Erforschung multireligiöser und multiethnischer Gesellschaften,../dhd_2016/TEI/posters-012.xml__3
20,497,Baustein statt Datenruine: Beitrag zu einer Forschungsumgebung mit Bild-Text-Annotationen 2016,"Universität Heidelberg, Deutschland",../dhd_2016/TEI/posters-010.xml__0
20,498,Baustein statt Datenruine: Beitrag zu einer Forschungsumgebung mit Bild-Text-Annotationen 2016,"Universität Heidelberg, Deutschland",../dhd_2016/TEI/posters-010.xml__1
20,499,Baustein statt Datenruine: Beitrag zu einer Forschungsumgebung mit Bild-Text-Annotationen 2016,"Universität Heidelberg, Deutschland",../dhd_2016/TEI/posters-010.xml__2
9,500,Operationalisierung von Forschungsfragen in CLARIN-D - Der Anwendungsfall Ernst Jünger 2016,"Universität Leipzig, Deutschland",../dhd_2016/TEI/vortraege-035.xml__0
9,501,Operationalisierung von Forschungsfragen in CLARIN-D - Der Anwendungsfall Ernst Jünger 2016,"Universität Leipzig, Deutschland",../dhd_2016/TEI/vortraege-035.xml__1
